net,length_um
execute.o_data\[13\],63.895
_2201_,63.855
execute.irq_en,63.825
_2184_,63.64
_3137_,63.44
_2917_,63.32
decode.oc_pc_inc,63.21
_2592_,63.195
_3077_,63.135
_0741_,63.095
_2543_,62.885
fetch.prev_request_pc\[9\],62.835
_2057_,62.77
_3297_,62.76
execute.rf.reg_outputs\[1\]\[11\],62.67
_2292_,62.5
net208,62.335
clknet_leaf_3_i_clk,62.295
_3365_,62.285
_0877_,62.275
_1336_,62.245
net174,62.215
_1372_,61.93
net177,61.89
_0140_,61.82
clknet_leaf_32_i_clk,61.71
_1464_,61.52
_2560_,61.455
net207,61.3
execute.rf.reg_outputs\[6\]\[13\],61.185
net116,61.095
_2072_,60.935
_2227_,60.85
_1303_,60.73
_2580_,60.63
clknet_leaf_43_i_clk,60.575
execute.rf.reg_outputs\[6\]\[12\],60.565
_1683_,60.3
clknet_leaf_60_i_clk,60.275
clknet_leaf_78_i_clk,60.275
_3106_,59.995
_1000_,59.955
_1855_,59.835
_3099_,59.78
net110,59.76
_1026_,59.66
_3194_,59.66
_2862_,59.62
_3184_,59.615
clknet_leaf_77_i_clk,59.455
_2179_,59.355
_2297_,59.34
_1935_,59.235
_2757_,59.12
clknet_leaf_63_i_clk,59.11
_2928_,58.98
net157,58.935
net106,58.9
_3083_,58.825
clknet_leaf_26_i_clk,58.69
clknet_leaf_41_i_clk,58.57
net108,58.52
clknet_leaf_22_i_clk,58.31
clknet_leaf_30_i_clk,58.29
_2475_,58.28
_3542_,58.275
_1504_,58.27
_2035_,58.185
_0502_,58.1
fetch.prev_request_pc\[13\],57.93
_3234_,57.915
net185,57.84
decode.i_instr_l\[4\],57.7
_1455_,57.54
_2385_,57.495
_3254_,57.455
_2893_,57.41
_0830_,57.395
_3583_,57.38
clknet_leaf_58_i_clk,57.075
_2708_,56.91
_2588_,56.775
clknet_leaf_93_i_clk,56.775
execute.sreg_priv_control.o_d\[0\],56.67
net248,56.635
_0638_,56.46
_1114_,56.36
_0679_,55.95
_1166_,55.865
net216,55.815
clknet_leaf_82_i_clk,55.77
fetch.prev_request_pc\[10\],55.665
_3753_,55.64
net172,55.595
execute.pc_high_buff_out\[6\],55.535
clknet_leaf_72_i_clk,55.48
_2921_,55.45
net178,55.275
_3731_,55.23
execute.pc_high_buff_out\[5\],55.205
_0999_,55.095
_0623_,55.08
execute.o_data\[7\],55.05
decode.i_instr_l\[9\],55.045
clknet_leaf_6_i_clk,54.97
_2988_,54.815
_2032_,54.765
_2342_,54.67
net180,54.56
_3774_,54.36
_3224_,54.345
_2477_,54.34
clknet_leaf_28_i_clk,54.145
_0826_,54.1
_1523_,53.815
_2372_,53.8
execute.rf.reg_outputs\[6\]\[11\],53.795
_2881_,53.75
_1309_,53.69
clknet_leaf_39_i_clk,53.675
_2645_,53.66
net111,53.435
execute.rf.reg_outputs\[7\]\[1\],53.38
_0878_,53.305
_2698_,53.3
_2948_,53.295
execute.rf.reg_outputs\[2\]\[0\],53.05
clknet_leaf_38_i_clk,53.025
_1226_,52.94
_0736_,52.905
clknet_leaf_9_i_clk,52.64
net65,52.55
_0836_,52.395
_1514_,52.375
net82,52.255
_1024_,52.08
execute.pc_high_out\[2\],52
_0944_,51.98
_3608_,51.975
net109,51.9
_2329_,51.76
_3629_,51.675
_1587_,51.55
_0732_,51.54
_3669_,51.295
_1939_,51.09
clknet_leaf_52_i_clk,51.085
_3648_,50.995
_2994_,50.9
_1661_,50.8
_1710_,50.715
_2119_,50.62
_2937_,50.515
_2206_,50.51
net209,50.475
_2730_,50.415
_1378_,50.41
_0865_,50.385
clknet_leaf_92_i_clk,50.28
_2482_,50.26
_0768_,50.18
net182,50.16
_2155_,50.15
clknet_leaf_13_i_clk,50.15
_1586_,50.12
_2205_,50.12
_3721_,50.04
_1344_,50.035
clknet_leaf_73_i_clk,49.985
_0142_,49.855
_2685_,49.825
_3217_,49.78
_0857_,49.76
_2060_,49.615
net68,49.61
_2777_,49.275
clknet_leaf_17_i_clk,49.15
_3633_,49.075
execute.o_data\[10\],49.015
_1557_,48.99
net77,48.98
_1981_,48.955
_3741_,48.94
_2067_,48.88
_1897_,48.86
_2309_,48.85
execute.o_data\[12\],48.835
_1554_,48.795
clknet_leaf_40_i_clk,48.77
clknet_leaf_44_i_clk,48.745
_2014_,48.625
_2923_,48.615
_1888_,48.5
clknet_leaf_51_i_clk,48.48
_2465_,48.37
_2863_,48.36
net206,48.22
_2426_,48.175
_2486_,48.16
clknet_leaf_21_i_clk,48.065
net176,47.995
_3769_,47.6
_0860_,47.545
_1676_,47.48
_0874_,47.42
_2457_,47.395
net78,47.315
net183,47.275
_0813_,47.19
_3286_,47.06
_2370_,46.995
_0785_,46.95
_0848_,46.935
_3236_,46.9
_2548_,46.82
net181,46.615
clknet_leaf_37_i_clk,46.595
_3209_,46.53
decode.i_instr_l\[5\],46.505
_2846_,46.42
_3619_,46.42
_2797_,46.295
_3290_,46.195
net173,46.18
_1411_,46.175
_1943_,46.025
_2758_,45.96
clknet_leaf_16_i_clk,45.9
_3593_,45.78
_2253_,45.72
_1597_,45.615
_2337_,45.56
execute.o_data\[14\],45.515
_0937_,45.5
_2944_,45.46
net64,45.395
_0853_,45.37
net57,45.335
_2241_,45.245
_1689_,45.165
_2806_,45.16
_3699_,45.14
execute.rf.reg_outputs\[7\]\[0\],45.135
_2794_,45.13
_2904_,45.015
_1536_,44.705
_2492_,44.675
clknet_leaf_4_i_clk,44.635
_2033_,44.59
_2895_,44.54
_2488_,44.525
_2284_,44.52
decode.oc_l_reg_sel\[1\],44.495
_2720_,44.46
_1902_,44.455
_3729_,44.455
_2790_,44.44
_2865_,44.42
fetch.prev_request_pc\[7\],44.415
_2069_,44.38
clknet_leaf_2_i_clk,44.305
_1980_,44.285
_3716_,44.26
_2062_,44.255
net193,44.255
_2556_,44.235
_2978_,44.19
clknet_leaf_35_i_clk,44.09
clknet_leaf_83_i_clk,44.03
_2174_,44.015
_2266_,43.99
_3158_,43.94
_1700_,43.93
_0933_,43.76
_2129_,43.67
_0734_,43.62
_3672_,43
_3578_,42.88
clknet_leaf_71_i_clk,42.865
_3738_,42.85
_2050_,42.7
_2434_,42.55
_2139_,42.25
_2778_,42.175
_0626_,41.965
_2793_,41.94
_2507_,41.925
_1365_,41.915
net66,41.915
execute.alu_mul_div.cbit\[1\],41.85
_3806_,41.835
_1409_,41.785
fetch.prev_request_pc\[3\],41.67
_0419_,41.665
_2642_,41.54
_1862_,41.5
_1518_,41.245
_2812_,41.24
_2476_,41.18
net79,41.16
decode.oc_rf_ie\[5\],41.125
fetch.prev_request_pc\[2\],41.115
_2960_,41.11
net60,41.1
_2343_,41.005
_2451_,40.99
_2368_,40.915
_3178_,40.875
_2371_,40.71
_1714_,40.7
net194,40.62
_2657_,40.535
_1699_,40.41
_3771_,40.37
_1499_,40.35
_2605_,40.32
_2861_,40.32
_3651_,40.315
net148,40.035
fetch.prev_request_pc\[14\],40.015
_1715_,40
_3691_,39.96
net171,39.96
_3202_,39.94
_2357_,39.9
net81,39.835
fetch.prev_request_pc\[4\],39.76
_2221_,39.695
_2200_,39.67
_1112_,39.65
_2258_,39.62
_2979_,39.54
net167,39.47
_3591_,39.39
_2120_,39.37
_1659_,39.28
_1746_,39.245
_2804_,39.2
_1400_,38.82
net107,38.78
net56,38.77
_2162_,38.64
_3243_,38.615
_3033_,38.575
_3598_,38.535
_1568_,38.495
_2499_,38.495
_0420_,38.21
_2030_,38.21
decode.oc_rf_ie\[4\],38.16
_2019_,37.985
_2316_,37.975
clknet_leaf_61_i_clk,37.905
execute.prev_sys,37.855
_1623_,37.815
_2857_,37.675
_0820_,37.59
_0254_,37.545
net184,37.49
_1704_,37.48
_0816_,37.415
net62,37.2
_3751_,37.075
_3739_,37.02
clknet_leaf_64_i_clk,36.895
_2956_,36.875
_1770_,36.765
_2228_,36.7
_1711_,36.655
_3116_,36.64
_1373_,36.615
_3678_,36.535
_0803_,36.4
_2479_,36.275
_2664_,36.16
_3782_,36.06
_1570_,35.995
_2747_,35.95
_2156_,35.91
_2340_,35.86
net210,35.755
fetch.pc_flush_override,35.69
_1004_,35.68
_0120_,35.645
decode.oc_jump_cond_code\[4\],35.425
_2311_,35.35
net54,35.315
_1071_,35.23
fetch.prev_request_pc\[15\],35.23
_2012_,35.215
_1678_,35.2
_2480_,35.195
i_req_data[23],35.17
_0597_,35.15
_3164_,35.115
_3693_,35.11
net80,35.1
_1118_,35.075
_2008_,35.06
_0929_,35.015
_2853_,35.01
_0867_,34.96
_2351_,34.96
decode.oc_rf_ie\[6\],34.935
clknet_leaf_10_i_clk,34.845
_1948_,34.735
_2769_,34.72
_3195_,34.695
decode.i_instr_l\[2\],34.59
_3012_,34.555
_2481_,34.51
_1645_,34.48
_0014_,34.385
_1082_,34.35
_1895_,34.34
_1496_,34.275
_0637_,34.255
_1643_,34.18
_2503_,34.165
_2236_,34.055
net165,33.925
_1465_,33.89
clknet_leaf_79_i_clk,33.815
_1113_,33.755
fetch.prev_request_pc\[6\],33.73
_2150_,33.67
_2408_,33.47
_0945_,33.46
clknet_leaf_89_i_clk,33.37
i_mem_data[3],33.31
_1797_,33.295
net166,33.22
net214,33.2
_1960_,33.18
_0640_,33.02
_2547_,33.01
decode.i_instr_l\[1\],32.885
_1702_,32.88
_1994_,32.88
_3588_,32.865
_1987_,32.82
_2010_,32.82
execute.sreg_jtr_buff.o_d\[0\],32.785
_1053_,32.745
_1124_,32.69
_2377_,32.595
_2585_,32.54
_2278_,32.475
_2303_,32.455
_2009_,32.45
_1667_,32.37
_2130_,32.33
_2362_,32.32
_0917_,32.295
_2496_,32.255
_1405_,32.225
execute.sreg_priv_control.o_d\[7\],32.06
_0941_,32.05
_1903_,32.04
_2220_,32.035
net213,32.035
_1999_,32
_2237_,32
_1488_,31.835
_2963_,31.7
_2415_,31.695
_1905_,31.655
_3090_,31.455
_3668_,31.275
_2396_,31.175
i_mem_data[10],31.145
_2454_,31.135
_1885_,31.12
_1415_,31.05
_1917_,31.015
_2502_,30.98
_2493_,30.965
_0005_,30.925
i_mem_data[4],30.905
_2313_,30.795
_2843_,30.675
_3159_,30.655
_1111_,30.635
_2803_,30.63
_2964_,30.62
_1162_,30.59
_1654_,30.58
_1952_,30.58
net58,30.325
_1703_,30.315
net67,30.275
_1576_,30.135
_2490_,30.095
_2648_,30.035
_3149_,30.035
execute.alu_mul_div.i_mod,29.995
_2831_,29.915
_3603_,29.915
_3792_,29.88
_2647_,29.82
_2302_,29.76
_2176_,29.755
_2081_,29.725
fetch.prev_request_pc\[5\],29.68
_3717_,29.625
_2595_,29.59
_1075_,29.535
_2365_,29.535
_2713_,29.515
_3665_,29.495
_3064_,29.47
_2061_,29.4
_2508_,29.395
_2049_,29.375
_1569_,29.37
_2955_,29.275
_1474_,29.23
_2183_,29.21
_1985_,29.08
_2707_,29.08
_1482_,29.075
_1900_,29.035
_2128_,29.035
_1422_,28.88
_2570_,28.755
_1003_,28.735
_2147_,28.695
_1666_,28.69
_2594_,28.665
_1691_,28.64
_2127_,28.625
_1088_,28.595
decode.oc_r_reg_sel\[0\],28.595
clknet_leaf_11_i_clk,28.56
execute.pc_high_buff_out\[3\],28.535
_0742_,28.48
_3765_,28.465
i_mem_data[8],28.405
_2189_,28.395
_2159_,28.295
_2031_,28.28
_1911_,28.26
_2240_,28.255
_2721_,28.255
_2761_,28.235
_3682_,28.16
_3715_,28.155
_1581_,28.12
_1912_,28.115
_3700_,28.115
_3177_,28.105
_1606_,28.1
i_req_data[1],28.065
_2686_,28.06
_3780_,28.02
_3616_,27.98
_2756_,27.975
_2880_,27.92
net170,27.89
_2248_,27.865
_3085_,27.835
_1115_,27.795
execute.prev_pc_high\[4\],27.79
net50,27.775
_2331_,27.695
net83,27.635
net118,27.62
decode.oc_rf_ie\[7\],27.565
_2289_,27.55
_2834_,27.44
_2348_,27.435
_1938_,27.415
_3632_,27.315
_1639_,27.295
net37,27.295
execute.sreg_irq_flags.o_d\[2\],27.245
_3298_,27.195
decode.oc_used_operands\[0\],27.195
net59,27.19
_1669_,27.175
_1013_,27.16
_2412_,27.15
net55,27.15
_3265_,27.14
_3644_,27.135
_1663_,27.095
_1675_,27.055
_2610_,27.04
_2345_,26.94
_2267_,26.92
i_req_data[29],26.905
_2613_,26.9
decode.i_instr_l\[6\],26.895
_3617_,26.855
_3764_,26.85
_0614_,26.79
_3650_,26.72
_3299_,26.635
i_mem_data[6],26.605
_0156_,26.56
_3006_,26.56
_0692_,26.515
_0714_,26.51
_2780_,26.49
_2034_,26.435
_2113_,26.415
_3733_,26.395
clknet_leaf_59_i_clk,26.395
_1975_,26.375
_2579_,26.335
_2185_,26.33
_0697_,26.315
_1448_,26.315
_2497_,26.28
_3687_,26.22
i_mem_data[5],26.21
_1906_,26.2
_2768_,26.195
_1513_,26.14
_2275_,26.055
_1929_,26.025
_0674_,25.995
_2743_,25.975
_2466_,25.955
_2374_,25.94
_0535_,25.835
_2742_,25.82
_2577_,25.815
net163,25.71
i_mem_data[9],25.69
_1787_,25.62
_2167_,25.615
_2571_,25.58
_3740_,25.52
_2157_,25.495
_3133_,25.495
_0800_,25.47
_2006_,25.46
i_mem_data[2],25.455
_2830_,25.395
_1267_,25.38
i_mem_exception,25.345
_0810_,25.335
_0863_,25.325
_1064_,25.31
_2141_,25.3
_2294_,25.25
i_mem_data[0],25.245
_2024_,25.235
_3227_,25.21
decode.i_instr_l\[3\],25.18
_2387_,25.17
i_core_int_sreg[14],25.105
_2213_,25.09
_1573_,25.03
_0522_,25.015
_2612_,25.015
_0829_,24.99
_1614_,24.975
_2397_,24.935
_2736_,24.935
_3677_,24.935
_2940_,24.895
_2435_,24.795
_3587_,24.795
_3109_,24.775
i_mem_data[1],24.745
_2958_,24.715
_3003_,24.675
i_req_data[24],24.645
_2190_,24.635
_1598_,24.595
_1813_,24.595
_0560_,24.56
_2452_,24.555
_1692_,24.525
_1396_,24.515
i_mem_data[11],24.465
_2590_,24.455
_2040_,24.395
_2892_,24.38
_2855_,24.345
execute.sreg_scratch.o_d\[1\],24.34
_1972_,24.335
_1908_,24.14
_1708_,24.13
_1537_,24.08
_0854_,24.06
execute.sreg_scratch.o_d\[6\],24.02
net168,24.015
i_core_int_sreg[15],23.99
_1450_,23.97
_3642_,23.96
_1099_,23.84
_2361_,23.84
_2123_,23.775
_3612_,23.715
_0879_,23.68
_2169_,23.63
_0993_,23.6
_2076_,23.575
_2083_,23.535
_3730_,23.515
_3205_,23.465
i_req_data[30],23.465
_3160_,23.43
_2531_,23.41
clknet_leaf_80_i_clk,23.39
_3649_,23.34
clknet_leaf_67_i_clk,23.295
_2252_,23.25
_2145_,23.2
_2274_,23.15
_0543_,23.135
_2622_,23.135
_2663_,23.135
_2381_,23.125
decode.oc_r_reg_sel\[1\],23.09
_3231_,23.07
_2047_,23.06
_3621_,23.05
_3722_,23.04
_1995_,23.035
_2430_,23.01
_1835_,22.975
_2697_,22.96
execute.o_mem_access,22.96
_2745_,22.955
execute.sreg_irq_flags.o_d\[3\],22.935
_2936_,22.895
_2242_,22.89
_2180_,22.875
_3688_,22.835
i_rst,22.83
_0976_,22.815
_2192_,22.815
_2318_,22.795
_1946_,22.78
_2207_,22.755
_2714_,22.755
_1768_,22.74
_2106_,22.74
_0849_,22.725
_2873_,22.72
_2107_,22.705
_1388_,22.69
_0864_,22.52
_1544_,22.495
_2095_,22.47
_1672_,22.4
_2905_,22.4
_3705_,22.335
_0842_,22.33
_2551_,22.295
i_req_data[28],22.245
i_req_data[9],22.245
_1123_,22.135
_0936_,22.115
_2325_,22.115
_1120_,22.08
_1982_,22.045
_0694_,22.035
_1640_,22.015
_2097_,22.015
_3627_,22
_1506_,21.97
_1208_,21.915
_2175_,21.915
_1802_,21.875
_2723_,21.845
_2000_,21.83
_3638_,21.825
_2085_,21.78
_2263_,21.78
_2439_,21.72
_2446_,21.715
_1316_,21.695
execute.sreg_priv_control.o_d\[12\],21.695
dbg_out[35],21.68
_2949_,21.675
execute.sreg_scratch.o_d\[2\],21.635
_3262_,21.63
_2173_,21.52
_2717_,21.51
_2051_,21.43
_2653_,21.38
_1884_,21.36
_2709_,21.345
_1954_,21.315
execute.sreg_jtr_buff.o_d\[1\],21.275
_2087_,21.215
_2153_,21.21
net212,21.195
_0831_,21.18
_1511_,21.15
_2468_,21.15
_2261_,21.09
_3185_,21.075
_3697_,20.995
_1976_,20.96
decode.i_imm_pass\[0\],20.91
_3674_,20.9
_0552_,20.875
_1595_,20.875
_2404_,20.835
_2229_,20.805
_1756_,20.795
_2513_,20.77
_2563_,20.765
_1934_,20.755
decode.oc_sreg_store,20.755
_1965_,20.735
_1674_,20.675
i_mem_data[15],20.66
_2341_,20.65
_2706_,20.62
_3279_,20.6
_0749_,20.595
_3219_,20.585
_3004_,20.58
_2133_,20.565
_2500_,20.55
_2569_,20.525
_2334_,20.515
_1740_,20.51
_3215_,20.475
_2037_,20.455
_2280_,20.455
_1677_,20.435
_3622_,20.355
_2549_,20.295
net158,20.295
i_mem_data[14],20.28
_2121_,20.26
_0947_,20.22
_2472_,20.13
_3791_,20.09
_1918_,20.075
_2376_,20.055
_0783_,20.04
_1462_,19.995
_2321_,19.985
_3742_,19.955
_2574_,19.93
_2018_,19.92
_0815_,19.87
i_req_data[21],19.87
_2658_,19.86
execute.o_addr\[0\],19.855
_2046_,19.85
_1937_,19.795
_2555_,19.735
_2639_,19.735
_1171_,19.7
execute.prev_pc_high\[2\],19.7
_3706_,19.67
net53,19.615
_2158_,19.57
_2763_,19.545
_2818_,19.535
_1501_,19.51
_0585_,19.495
_2025_,19.495
_2383_,19.49
decode.input_valid,19.485
_2711_,19.435
_2607_,19.43
_1050_,19.37
_2414_,19.355
_3221_,19.335
_1665_,19.285
_2088_,19.28
_2567_,19.25
_2599_,19.235
_2287_,19.215
_2597_,19.21
_3703_,19.155
_2293_,19.035
_2470_,19.015
_0959_,18.995
net159,18.99
_1467_,18.95
_1183_,18.87
i_mem_data[7],18.865
_3056_,18.79
_3220_,18.775
_1636_,18.76
_1945_,18.755
i_mem_data[12],18.745
i_mem_data[13],18.745
_2134_,18.735
_3225_,18.73
decode.oc_r_reg_sel\[2\],18.71
i_req_data[20],18.705
_1635_,18.695
_2277_,18.695
_3272_,18.695
_3584_,18.695
_1452_,18.69
_1206_,18.655
_1875_,18.655
_2704_,18.655
_1720_,18.62
_2522_,18.615
_2762_,18.615
_0600_,18.605
_2335_,18.595
_1998_,18.54
net117,18.54
_2694_,18.535
_2545_,18.53
_2712_,18.515
_1567_,18.51
i_core_int_sreg[13],18.485
_2349_,18.475
_1991_,18.465
_3671_,18.46
decode.oc_rf_ie\[1\],18.43
_2059_,18.395
execute.sreg_irq_flags.i_d\[2\],18.395
i_req_data[18],18.365
i_req_data[4],18.365
net36,18.355
_2154_,18.33
_1060_,18.32
_2589_,18.275
_2972_,18.275
_3036_,18.275
_0226_,18.235
_1713_,18.22
_1967_,18.215
_2346_,18.155
_2101_,18.15
i_req_data_valid,18.145
_2443_,18.115
_2110_,18.095
_0992_,18.08
_2338_,18.035
i_req_data[19],18.03
decode.i_imm_pass\[3\],17.98
i_req_data[8],17.945
i_req_data[6],17.935
_1681_,17.915
_1709_,17.875
_2143_,17.855
_3268_,17.83
_3248_,17.805
_3207_,17.785
_0698_,17.78
_3213_,17.775
_2484_,17.76
i_req_data[26],17.76
_2849_,17.745
_1149_,17.74
_2568_,17.715
_2064_,17.71
_3123_,17.695
i_req_data[11],17.685
_3241_,17.68
_0997_,17.675
_0183_,17.595
fetch.current_req_branch_pred,17.59
_0995_,17.58
_1962_,17.565
_0633_,17.555
_2393_,17.555
net25,17.54
_2789_,17.535
_3188_,17.475
_1397_,17.45
_3013_,17.435
net211,17.435
_1205_,17.42
_0573_,17.4
_0940_,17.395
_2661_,17.395
execute.sreg_scratch.o_d\[8\],17.375
i_core_int_sreg[11],17.37
_2626_,17.36
_1988_,17.355
_2887_,17.355
_0007_,17.32
_1605_,17.295
_3226_,17.275
_3066_,17.24
_1136_,17.235
_1154_,17.235
_2279_,17.235
_2874_,17.23
_0985_,17.195
_3689_,17.17
_2390_,17.155
_1670_,17.135
_2611_,17.055
o_mem_data[11],17.01
_2444_,16.995
_2268_,16.98
execute.mem_stage_pc\[12\],16.96
_2360_,16.955
i_req_data[3],16.915
_2013_,16.91
_2550_,16.875
_0982_,16.815
_2152_,16.815
_2402_,16.815
o_req_addr[14],16.79
_2643_,16.775
_2829_,16.775
_2552_,16.745
decode.o_jmp_pred_pass,16.7
_3196_,16.695
_2534_,16.655
decode.i_imm_pass\[4\],16.655
_2968_,16.64
_0774_,16.63
_2244_,16.605
_2631_,16.6
decode.i_imm_pass\[7\],16.6
_2535_,16.55
_2246_,16.49
_2271_,16.475
_3198_,16.47
o_mem_addr[0],16.445
o_mem_req,16.445
_0850_,16.44
i_req_data[12],16.435
_2995_,16.42
_3257_,16.355
decode.oc_sreg_jal_over,16.355
_2068_,16.335
_2336_,16.335
_0012_,16.32
_0868_,16.315
_1363_,16.315
_1816_,16.315
_2741_,16.315
_3628_,16.315
_3658_,16.3
execute.sreg_jtr_buff.o_d\[2\],16.295
_1117_,16.255
_3708_,16.24
_2489_,16.235
i_req_data[10],16.23
_1521_,16.22
net34,16.2
_2425_,16.18
_0247_,16.175
execute.prev_pc_high\[3\],16.175
_2300_,16.12
_2214_,16.11
_0645_,16.07
_2413_,16.06
_1618_,16.055
_1964_,16.035
_1575_,16.03
_2566_,16.03
_2245_,16.015
net52,16.01
i_mem_ack,15.985
_1048_,15.975
_3734_,15.975
_2779_,15.955
_0872_,15.94
_1342_,15.935
_3175_,15.935
_0998_,15.85
_2212_,15.85
i_req_data[17],15.765
_1158_,15.755
_1031_,15.73
_2737_,15.73
_2091_,15.715
_2089_,15.695
_2217_,15.67
i_req_data[31],15.645
_1894_,15.635
decode.oc_mem_width,15.635
_2520_,15.595
_2800_,15.595
decode.oc_rf_ie\[3\],15.595
_2447_,15.57
_1553_,15.52
_0889_,15.475
_2304_,15.475
_2974_,15.455
_2125_,15.45
_0928_,15.435
_2738_,15.435
_3276_,15.43
_0798_,15.415
_2524_,15.4
_2093_,15.39
_2181_,15.365
_3238_,15.355
_3695_,15.34
_2675_,15.31
_0953_,15.295
_0983_,15.295
_2116_,15.28
_3639_,15.28
execute.mem_stage_pc\[10\],15.275
_1279_,15.26
_2077_,15.26
_2199_,15.23
_2469_,15.23
_2264_,15.215
_3255_,15.215
decode.i_imm_pass\[15\],15.215
net33,15.215
_2170_,15.185
_2288_,15.175
_2328_,15.16
_0306_,15.14
_0716_,15.14
_0731_,15.135
_2389_,15.135
fetch.out_buffer_data_instr\[14\],15.135
_2440_,15.11
_0576_,15.075
_2987_,15.05
_1744_,14.995
_1602_,14.975
_2367_,14.915
_2168_,14.895
_2459_,14.895
_2003_,14.885
_2471_,14.865
_1012_,14.84
_2160_,14.82
i_core_int_sreg[12],14.805
_2629_,14.8
_3260_,14.755
_0925_,14.73
_2250_,14.73
execute.mem_stage_pc\[14\],14.725
_1881_,14.675
_2646_,14.675
_2731_,14.675
_2146_,14.635
_3067_,14.595
_0991_,14.57
_1139_,14.555
_3347_,14.54
_0369_,14.525
_3028_,14.515
i_req_data[0],14.5
_1956_,14.49
_2099_,14.475
_2429_,14.435
execute.prev_pc_high\[1\],14.425
_2043_,14.41
_2138_,14.39
_3168_,14.37
_2177_,14.31
_0605_,14.3
_2265_,14.275
execute.sreg_irq_flags.o_d\[4\],14.275
_3724_,14.215
fetch.out_buffer_data_instr\[10\],14.215
_0824_,14.195
_2406_,14.195
dbg_in[0],14.19
i_req_data[15],14.18
_0869_,14.175
_0932_,14.175
_2623_,14.175
_1803_,14.145
_2021_,14.14
_2674_,14.14
_2232_,14.105
_2098_,14.095
_2553_,14.095
_0990_,14.08
_2314_,14.08
_3601_,14.075
_3777_,14.07
_0391_,14.055
_1108_,14.05
dbg_r0[13],14
_0650_,13.975
_2600_,13.955
_2584_,13.935
_2715_,13.92
_3785_,13.92
decode.i_imm_pass\[2\],13.9
_3259_,13.895
_3680_,13.89
i_req_data[22],13.885
_2375_,13.88
_2403_,13.855
_0801_,13.85
_3293_,13.84
_2536_,13.835
i_req_data[5],13.835
_0261_,13.805
_2222_,13.805
_3580_,13.8
o_mem_data[13],13.785
o_mem_data[8],13.785
_3836_,13.78
_1791_,13.775
_3275_,13.75
sr_bus_addr[2],13.75
fetch.out_buffer_data_instr\[16\],13.745
_2382_,13.735
_0823_,13.73
_3789_,13.715
_0516_,13.685
_3054_,13.685
_1851_,13.68
_2002_,13.68
_3803_,13.68
_2478_,13.675
execute.sreg_scratch.o_d\[15\],13.675
_0943_,13.615
_0825_,13.61
_2586_,13.6
_0955_,13.595
_0975_,13.595
_1959_,13.59
o_mem_data[9],13.57
_2036_,13.555
dbg_out[31],13.54
_3032_,13.515
_1102_,13.51
_2432_,13.505
execute.sreg_scratch.o_d\[12\],13.475
_1809_,13.465
_2575_,13.43
_1434_,13.42
decode.oc_rf_ie\[2\],13.395
_2692_,13.355
_2410_,13.35
o_mem_data[14],13.325
_0582_,13.295
_0708_,13.295
net160,13.295
_1493_,13.27
_2474_,13.26
_2322_,13.255
_2582_,13.255
_2703_,13.255
_3732_,13.255
_2041_,13.25
execute.sreg_priv_control.o_d\[15\],13.23
_2369_,13.22
_3840_,13.22
_2330_,13.19
_0967_,13.175
_2619_,13.175
_2428_,13.155
_1712_,13.14
execute.sreg_priv_control.o_d\[13\],13.14
_0892_,13.1
_2255_,13.095
_2063_,13.055
_2191_,13.055
_2070_,13.01
_2799_,13.01
_3059_,13.01
_2124_,12.975
_2437_,12.955
_1996_,12.935
execute.sreg_scratch.o_d\[0\],12.925
_1210_,12.915
_1679_,12.915
execute.mem_stage_pc\[7\],12.915
execute.sreg_irq_flags.o_d\[1\],12.9
_1721_,12.875
_1006_,12.85
_2795_,12.845
_1020_,12.84
_3030_,12.835
o_instr_long_addr[7],12.83
sr_bus_addr[6],12.83
sr_bus_data_o[1],12.83
sr_bus_data_o[7],12.83
sr_bus_we,12.83
_1104_,12.815
_3078_,12.8
fetch.out_buffer_data_instr\[6\],12.8
_1090_,12.795
_2740_,12.795
i_req_data[27],12.76
_2458_,12.755
_2090_,12.735
decode.oc_r_bus_imm,12.72
_1494_,12.715
_1961_,12.715
_0150_,12.705
_2126_,12.705
_1083_,12.695
_1224_,12.695
_1440_,12.675
_1958_,12.67
_0312_,12.665
_2355_,12.64
_0652_,12.62
dbg_out[0],12.62
_3088_,12.605
_2449_,12.595
i_req_data[16],12.59
_3139_,12.585
_2039_,12.575
_3655_,12.575
_2485_,12.57
fetch.out_buffer_data_instr\[23\],12.555
_2498_,12.54
decode.oc_used_operands\[1\],12.54
_1984_,12.535
fetch.out_buffer_data_instr\[17\],12.525
o_mem_sel[1],12.525
_0748_,12.515
_0673_,12.495
_2356_,12.48
_0624_,12.475
_1392_,12.475
_2561_,12.475
_1414_,12.42
_0873_,12.405
_1419_,12.375
_2767_,12.375
_3657_,12.375
_2817_,12.355
_2871_,12.355
_1771_,12.31
i_req_data[7],12.305
o_req_addr[11],12.305
_0125_,12.3
_1969_,12.25
_2670_,12.235
_1655_,12.215
_2108_,12.215
_3640_,12.195
_1920_,12.18
dbg_out[16],12.18
_1427_,12.16
_1010_,12.155
o_req_addr[8],12.15
_1693_,12.095
execute.sreg_irq_flags.o_d\[0\],12.095
execute.sreg_priv_control.o_d\[4\],12.07
_2023_,12.055
_2791_,12.035
fetch.submitable,12.035
_1684_,12.015
_1758_,11.99
_1977_,11.955
_2299_,11.955
_2424_,11.955
_2911_,11.955
_2165_,11.915
_2532_,11.91
