net,length_um
clknet_3_2_0_i_clk,297.47
_1387_,297.23
_1627_,297.185
_1347_,294.865
_3465_,294.01
_3451_,293.89
_3794_,293.65
_3477_,293.345
_3415_,292.53
_1389_,292.3
net230,291.8
_1181_,291.71
_3783_,291.41
_3499_,291.06
net268,290.715
_3522_,289.98
_1469_,289.795
_1651_,289.685
_3506_,289.315
_2616_,289.255
_1818_,288.655
_1315_,287.84
net225,287.2
_0676_,287
_0743_,286.945
_1941_,286.785
_1927_,286.59
_0837_,286.325
_1394_,286.23
execute.rf.reg_outputs\[7\]\[8\],285.855
net238,285.815
_1349_,285.68
_3424_,284.875
_3372_,283.98
_0703_,282.975
_0710_,281.535
_3800_,281.03
_1621_,280.93
_1955_,280.54
net200,279.13
_1898_,277.205
_1616_,276.535
_0856_,276.45
net8,276.19
_0525_,275.76
_1899_,275.435
_0819_,275.23
_1185_,275.055
_2193_,274.91
_0514_,274.75
_3478_,274.565
net14,274.505
net233,274.43
_3479_,274.245
decode.o_submit,274.175
net136,273.255
net229,273.035
execute.o_reg_ie\[4\],272.695
decode.oc_alu_mode\[11\],272.655
net11,271.07
_1993_,270.235
_3340_,270.055
_1622_,268.885
_1579_,268.875
_0671_,268.71
net4,268.275
_3336_,267.99
_1319_,266.615
_0788_,266.51
_1541_,266.5
_3759_,266.445
_1827_,265.095
_3763_,264.875
_3480_,264.86
_1330_,264.685
_1966_,263.425
net6,262.875
net283,262.61
_0808_,262.2
_0706_,261.97
_1497_,261.965
_1335_,261.895
net119,261.295
net10,260.86
_0529_,260.51
net224,260.495
net232,259.975
net226,259.875
net137,259.695
_1580_,259.23
_0756_,259.12
_0847_,258.555
_1322_,258.13
_1624_,258.12
_3436_,258.01
_0702_,257.49
_2682_,257.445
net7,257.24
_1377_,255.895
execute.alu_flag_reg.o_d\[1\],255.36
_0870_,254.94
_1406_,254.505
execute.rf.reg_outputs\[3\]\[6\],254.405
execute.sreg_irq_pc.o_d\[5\],254.36
_0914_,253.23
execute.sreg_irq_pc.o_d\[4\],251.805
net13,251.16
net227,251.07
decode.i_flush,250.63
net228,250.39
_2802_,249.875
_0713_,249.49
net9,249.11
_2512_,248.575
_1328_,248.55
_0851_,248.345
execute.o_reg_ie\[5\],248.07
_3398_,247.675
_0705_,247.435
_2993_,246.99
_0512_,246.69
_1327_,246.62
_1167_,246.605
_0753_,246.57
net102,244.93
net76,244.715
_2544_,244.405
net15,244.035
net243,240.815
net120,240.55
_1321_,240.39
execute.o_reg_ie\[3\],240.185
_3333_,239.82
_0532_,239.615
_3543_,239.35
_2315_,239.34
_3191_,238.42
net263,238.325
net260,238.275
net23,237.12
_0747_,236.665
net103,236.525
_3456_,236.115
decode.oc_alu_mode\[9\],235.59
_3521_,235.245
execute.rf.reg_outputs\[4\]\[3\],235.115
_1516_,234.635
_3349_,233.1
_1649_,232.91
_3413_,232.815
_0531_,232.51
_0916_,232.31
_1631_,232.155
net101,231.785
_2617_,231.665
_0519_,230.315
decode.oc_alu_mode\[4\],230.31
_2418_,230.305
execute.sreg_data_page,230.275
_2866_,230.19
_1358_,230.12
_0670_,229.71
net254,228.775
_1393_,228.665
_3439_,228.645
net258,228.51
execute.rf.reg_outputs\[1\]\[6\],228.41
_2882_,228.365
_2816_,227.94
_1743_,227.865
execute.rf.reg_outputs\[6\]\[3\],227.71
execute.sreg_irq_pc.o_d\[2\],227.53
_1351_,227.375
_0672_,227.115
_2977_,227.025
_2394_,227.01
_1340_,226.88
decode.i_instr_l\[15\],226.625
_3489_,226.62
execute.rf.reg_outputs\[7\]\[9\],226.42
net285,226.395
_1535_,226.34
_2680_,225.9
_3330_,225.72
_2842_,225.505
net217,225.45
_3173_,225.33
net20,225.195
_1828_,224.895
_0793_,223.015
_1921_,222.455
_1362_,222.33
_0746_,221.95
_2942_,221.81
execute.o_reg_ie\[1\],221.55
_3500_,220.635
_3304_,220.495
execute.rf.reg_outputs\[1\]\[7\],220.375
net18,220.295
_0528_,219.915
_1656_,219.3
_1135_,219.255
_0764_,218.22
_1540_,218.13
_2896_,217.91
_3425_,217.625
_3353_,215.99
_0767_,215.635
_0904_,215.31
_1615_,215.305
execute.rf.reg_outputs\[7\]\[10\],215.05
_3446_,214.405
execute.alu_mul_div.mul_res\[11\],213.58
_1133_,213.29
net146,213.275
_0760_,212.99
execute.sreg_irq_pc.o_d\[6\],212.35
_3414_,212.18
_1341_,211.615
_1429_,211.235
execute.rf.reg_outputs\[5\]\[15\],211.11
_3393_,210.55
execute.sreg_irq_pc.o_d\[1\],210.26
_1334_,210.19
_0770_,209.315
_2918_,209.21
_3360_,208.835
net143,207.965
_0773_,207.75
decode.oc_alu_carry_en,207.445
_2957_,207.395
decode.i_instr_l\[11\],207.12
execute.alu_mul_div.mul_res\[8\],207.075
net19,206.9
execute.sreg_irq_pc.o_d\[7\],206.84
execute.o_reg_ie\[7\],206.5
_1207_,206.46
decode.oc_jump_cond_code\[0\],206.075
_1861_,205.755
_1264_,205.425
net12,205.075
_0518_,204.95
net142,204.89
execute.rf.reg_outputs\[7\]\[11\],204.445
_1380_,204.225
execute.o_reg_ie\[0\],203.91
_1591_,203.49
_2724_,203.34
_3332_,202.95
net17,202.895
_3501_,202.49
decode.oc_jump_cond_code\[1\],202.28
_1306_,202.13
_0609_,201.6
_0567_,201.205
net139,200.71
execute.rf.reg_outputs\[6\]\[6\],200.625
_1164_,200.485
execute.rf.reg_outputs\[1\]\[5\],200.06
_1821_,199.705
_0699_,199.665
_3458_,199.595
_2776_,199.19
net16,199.04
execute.rf.reg_outputs\[5\]\[12\],198.925
decode.i_instr_l\[10\],198.75
_2753_,198.395
_1489_,198.18
fetch.out_buffer_valid,197.91
_1574_,197.365
_1304_,197.275
_0700_,196.995
net47,196.47
_2700_,196.465
execute.alu_mul_div.mul_res\[10\],196.115
_1498_,196.09
execute.rf.reg_outputs\[4\]\[2\],196.03
_0565_,195.84
decode.i_instr_l\[13\],194.525
_2515_,194.08
execute.rf.reg_outputs\[5\]\[6\],194.06
_1697_,193.765
_0906_,193.75
decode.i_instr_l\[12\],193.72
_0547_,193.68
_1559_,193.47
_1865_,192.995
net256,192.955
net138,192.115
_0668_,192.09
_1834_,192.015
_3457_,191.98
_0569_,191.13
net121,190.835
execute.alu_mul_div.mul_res\[9\],190.62
_1833_,190.025
execute.rf.reg_outputs\[4\]\[7\],189.76
_3357_,189.715
_0762_,189.325
net140,188.705
_0680_,188.59
_1314_,188.51
_1125_,188.175
execute.rf.reg_outputs\[4\]\[6\],188.11
net122,187.93
execute.alu_mul_div.mul_res\[5\],187.88
_2055_,187.87
_1160_,187.65
_1641_,187.34
_1234_,186.63
net87,186.535
_3363_,185.95
net5,185.64
_3625_,185.61
_0678_,185.295
_1343_,185.255
execute.alu_mul_div.mul_res\[4\],184.76
_0900_,184.71
_0902_,184.615
_0772_,184.545
decode.oc_jump_cond_code\[2\],184.38
_3582_,183.93
execute.rf.reg_outputs\[3\]\[4\],183.325
execute.alu_mul_div.mul_res\[7\],183.205
_3434_,182.3
_0766_,182.26
_0738_,181.87
clknet_1_0_0_i_clk,180.685
net134,180.43
_3192_,179.215
_0761_,178.88
_0758_,178.61
execute.alu_mul_div.mul_res\[12\],178.305
execute.rf.reg_outputs\[7\]\[14\],178.26
clknet_1_1_0_i_clk,177.71
_1119_,177.64
execute.alu_mul_div.mul_res\[6\],177.565
_1767_,177.46
_3579_,177.355
_0566_,177.31
_1824_,177.31
execute.rf.reg_outputs\[1\]\[4\],177.265
execute.rf.reg_outputs\[4\]\[5\],176.93
decode.i_instr_l\[14\],176.865
_1360_,176.515
_3341_,176.37
_1174_,176.14
execute.rf.reg_outputs\[7\]\[15\],175.725
_0691_,175.28
_0648_,174.575
_3391_,174.275
_3597_,173.95
_2687_,173.365
execute.rf.reg_outputs\[3\]\[3\],172.77
_1173_,172.63
execute.rf.reg_outputs\[5\]\[13\],172.355
_3468_,172.35
_0791_,171.78
net123,171.615
_2114_,171.085
clknet_2_3_0_i_clk,170.825
execute.alu_mul_div.mul_res\[3\],170.81
_0510_,170.8
decode.oc_alu_mode\[3\],170.54
execute.rf.reg_outputs\[5\]\[14\],170.48
net48,170.355
net197,170.01
_1121_,169.98
execute.rf.reg_outputs\[6\]\[2\],169.205
_1367_,169.105
_1381_,168.935
execute.sreg_irq_pc.o_d\[0\],168.535
net245,168.23
net133,168.095
execute.o_reg_ie\[2\],167.78
execute.alu_mul_div.mul_res\[13\],167.395
_1542_,166.83
net236,166.695
decode.i_instr_l\[7\],166.495
_2618_,166.47
_0511_,166.09
net45,166.05
_1331_,165.91
_1155_,165.47
_0910_,165.365
_0677_,164.69
execute.alu_mul_div.mul_res\[2\],164.5
_1165_,164.42
execute.rf.reg_outputs\[6\]\[4\],164.36
net129,164.185
clknet_0_i_clk,164.045
decode.oc_l_reg_sel\[2\],163.93
_0684_,163.275
_0794_,163.035
_1823_,162.355
_1308_,162.305
net130,162.195
_0898_,162.125
execute.rf.reg_outputs\[4\]\[9\],161.935
_3664_,161.86
execute.o_reg_ie\[6\],161.755
_3600_,161.46
_0689_,161.055
_1030_,160.72
_3327_,160.605
net132,159.63
_0912_,159.39
execute.sreg_irq_pc.o_d\[15\],158.175
_0804_,157.675
_1949_,157.61
_0775_,157.475
execute.rf.reg_outputs\[7\]\[12\],157.355
_3709_,157.28
execute.rf.reg_outputs\[6\]\[7\],157.155
_1350_,157.095
decode.oc_alu_mode\[2\],157.055
execute.rf.reg_outputs\[2\]\[11\],156.88
_0812_,156.285
_1717_,156.235
net46,155.9
net124,155.725
execute.rf.reg_outputs\[4\]\[8\],155.35
execute.rf.reg_outputs\[5\]\[5\],155.31
_1042_,155.215
_3403_,155.21
_1045_,155.1
_3392_,154.99
execute.rf.reg_outputs\[7\]\[7\],154.92
_1604_,154.51
_3039_,153.935
_0765_,153.105
execute.rf.reg_outputs\[7\]\[13\],153.045
_1369_,152.705
execute.rf.reg_outputs\[1\]\[2\],152.375
execute.rf.reg_outputs\[5\]\[2\],152.21
execute.rf.reg_outputs\[5\]\[9\],152.205
_3337_,151.715
_1577_,151.135
_3331_,150.085
execute.rf.reg_outputs\[1\]\[3\],149.375
execute.rf.reg_outputs\[7\]\[6\],149.365
_1037_,149.25
_3070_,149.215
execute.alu_flag_reg.o_d\[0\],148.735
_0568_,148.65
execute.rf.reg_outputs\[6\]\[9\],148.22
_0527_,147.57
execute.rf.reg_outputs\[3\]\[2\],147.395
_1039_,147.34
_0669_,147.015
execute.rf.reg_outputs\[5\]\[7\],146.77
_1928_,146.33
net22,146.265
_2755_,145.725
execute.rf.reg_outputs\[2\]\[6\],145.72
execute.rf.reg_outputs\[3\]\[15\],145.135
_0821_,145.075
_2689_,145.015
execute.rf.reg_outputs\[6\]\[8\],144.72
execute.trap_flag,144.63
execute.rf.reg_outputs\[2\]\[15\],144.505
_3654_,144.415
_3047_,144.355
execute.rf.reg_outputs\[5\]\[4\],144.04
_3810_,143.89
execute.rf.reg_outputs\[5\]\[10\],143.72
_0786_,143.135
_0811_,142.845
_1288_,142.815
_3624_,142.7
_1186_,142.495
_3594_,142.115
_1265_,141.95
decode.oc_jump_cond_code\[3\],141.735
_2683_,141.69
_1153_,141.615
_0840_,141.5
net131,141.18
execute.rf.reg_outputs\[3\]\[12\],140.95
_3595_,140.915
execute.rf.reg_outputs\[3\]\[8\],140.545
_1161_,140.205
_1539_,140.09
net126,139.53
_3726_,139.335
_2433_,138.98
_1774_,138.835
_1773_,138.595
execute.rf.reg_outputs\[2\]\[10\],138.51
_2514_,138.38
execute.sreg_irq_pc.o_d\[8\],138.12
_0795_,137.855
_0781_,137.49
execute.pc_high_out\[0\],137.395
_1028_,137.385
_3016_,137.315
_0780_,137.26
_1560_,137.015
_0659_,136.75
execute.sreg_irq_pc.o_d\[3\],136.07
execute.rf.reg_outputs\[3\]\[10\],135.88
_1748_,135.77
execute.alu_mul_div.i_div,135.285
execute.rf.reg_outputs\[2\]\[7\],135.045
execute.sreg_irq_pc.o_d\[9\],134.82
_3121_,134.77
execute.rf.reg_outputs\[6\]\[5\],134.72
_0779_,134.595
_0807_,134.54
_2529_,134.13
execute.rf.reg_outputs\[4\]\[15\],134.02
execute.rf.reg_outputs\[5\]\[8\],133.975
net249,133.91
execute.alu_mul_div.mul_res\[1\],133.665
_0784_,133.425
_0664_,133.325
_3565_,133.28
_1134_,133.225
execute.rf.reg_outputs\[4\]\[4\],133.11
_0152_,132.975
_2910_,132.05
_1860_,132.04
_1044_,131.99
execute.rf.reg_outputs\[5\]\[11\],131.93
net98,131.91
execute.alu_mul_div.cbit\[2\],131.585
execute.alu_mul_div.mul_res\[0\],131.47
_1872_,131.05
execute.rf.reg_outputs\[4\]\[10\],130.43
_2462_,130.23
_3062_,130.205
_1853_,130.14
net250,130
_1371_,129.94
_0806_,129.73
_0151_,129.595
_1550_,129.335
execute.rf.reg_outputs\[4\]\[1\],129.3
execute.rf.reg_outputs\[3\]\[5\],128.94
_3435_,128.855
_0580_,128.75
net259,128.555
_2696_,128.265
execute.rf.reg_outputs\[6\]\[1\],128.19
execute.o_data\[6\],127.925
_0504_,127.85
clknet_2_2_0_i_clk,127.76
_3736_,127.495
_0683_,127.43
_0828_,127.315
execute.rf.reg_outputs\[3\]\[14\],126.995
_3050_,126.97
_0711_,126.895
_1600_,126.835
_3038_,126.655
clknet_2_0_0_i_clk,126.415
_0520_,126.11
execute.rf.reg_outputs\[4\]\[0\],125.57
_0909_,125.405
clknet_leaf_94_i_clk,124.91
execute.rf.reg_outputs\[2\]\[8\],124.905
execute.o_data\[4\],124.365
net44,124.36
net127,124.15
execute.rf.reg_outputs\[3\]\[7\],123.725
_2188_,123.385
_1558_,123.335
_2734_,123.065
_1620_,123.05
_0755_,123.015
execute.o_data\[3\],122.935
_1027_,122.895
_3592_,122.685
_1583_,122.605
net246,122.49
execute.rf.reg_outputs\[4\]\[11\],122.27
execute.rf.reg_outputs\[5\]\[0\],121.77
decode.oc_alu_mode\[12\],121.665
_3618_,121.66
_3747_,121.15
_3667_,121.08
execute.rf.reg_outputs\[2\]\[12\],120.98
execute.rf.reg_outputs\[3\]\[13\],120.815
_1041_,120.715
_1034_,120.265
clknet_2_1_0_i_clk,120.19
_3586_,120.06
_3042_,119.87
execute.rf.reg_outputs\[3\]\[0\],119.785
execute.rf.reg_outputs\[7\]\[5\],119.705
_3630_,119.6
_1650_,119.16
net43,118.985
_0530_,118.53
_3040_,118.295
execute.rf.reg_outputs\[7\]\[2\],117.98
execute.rf.reg_outputs\[3\]\[9\],117.955
_2992_,117.89
execute.alu_mul_div.mul_res\[14\],117.695
execute.o_data\[9\],117.495
_2902_,117.35
execute.rf.reg_outputs\[5\]\[3\],117.305
execute.rf.reg_outputs\[2\]\[4\],116.855
_1337_,116.755
_3091_,116.36
_3057_,116.23
decode.oc_mem_long,115.89
_1769_,115.685
decode.oc_mem_access,115.68
_3114_,115.67
_3696_,115.635
net72,115.56
_3676_,115.26
_2456_,115.06
_1200_,114.945
execute.alu_mul_div.mul_res\[15\],114.805
_3686_,114.46
_3643_,113.995
_0802_,113.045
net31,112.95
execute.alu_flag_reg.o_d\[4\],112.62
execute.rf.reg_outputs\[1\]\[0\],112.605
_1169_,112.265
_2511_,111
_1776_,110.995
decode.oc_alu_mode\[1\],110.935
execute.rf.reg_outputs\[2\]\[2\],110.81
net198,110.5
decode.i_instr_l\[8\],110.3
net28,110.295
_0822_,110.245
_1610_,109.74
_2052_,109.695
_0665_,109.45
execute.pc_high_buff_out\[0\],109.31
_3533_,109.145
_3131_,108.745
net24,108.58
_1695_,108.46
clknet_leaf_68_i_clk,108.245
_3631_,107.92
net114,107.89
net125,107.595
_0915_,107.295
_0897_,106.93
execute.o_data\[1\],106.73
_0610_,106.6
_3599_,106.53
clknet_leaf_91_i_clk,106.13
_1338_,105.935
execute.rf.reg_outputs\[2\]\[1\],105.925
_1634_,105.9
_3045_,105.105
_3611_,104.86
clknet_leaf_47_i_clk,104.465
_1747_,104.4
_1613_,104.31
_2530_,104.18
_1375_,104.135
_1971_,103.94
_2559_,103.83
_1589_,103.57
net74,103.53
execute.sreg_irq_pc.o_d\[10\],103.395
clknet_leaf_69_i_clk,102.91
decode.oc_mem_we,102.84
_2764_,102.685
_1779_,102.62
_1416_,102.535
_1924_,102.12
_3101_,102.06
_3084_,101.955
_3511_,101.9
_0509_,101.635
_1822_,101.63
_1538_,101.07
net26,100.67
execute.rf.reg_outputs\[4\]\[13\],100.61
net201,100.6
_3683_,100.395
execute.rf.reg_outputs\[2\]\[14\],100.37
_1625_,100.235
_1889_,100.095
net175,100.04
net29,100.02
execute.sreg_irq_pc.o_d\[11\],99.935
_2875_,99.87
clknet_leaf_5_i_clk,99.74
_2576_,99.42
_2669_,99.1
_0737_,99.025
clknet_leaf_24_i_clk,98.955
_1199_,98.735
execute.pc_high_buff_out\[1\],98.565
net27,98.385
_3692_,98.28
_1128_,98.01
_1038_,97.935
execute.rf.reg_outputs\[4\]\[12\],97.81
clknet_leaf_56_i_clk,97.225
_1874_,96.985
_0153_,96.92
_3165_,96.88
_0751_,96.78
_1354_,96.7
net150,96.61
net164,96.21
_0913_,96.18
clknet_leaf_70_i_clk,96.16
clknet_leaf_85_i_clk,96.09
clknet_leaf_18_i_clk,95.82
_0505_,95.805
_1870_,95.525
_0911_,95.515
execute.rf.reg_outputs\[6\]\[0\],95.39
net30,95.235
_1302_,95.105
clknet_leaf_87_i_clk,94.87
_3757_,94.855
_3606_,94.835
execute.rf.reg_outputs\[4\]\[14\],94.765
_1619_,94.695
net149,94.54
execute.rf.reg_outputs\[3\]\[1\],94.255
_0899_,93.97
execute.pc_high_out\[7\],93.87
_1122_,93.665
net71,93.66
net113,93.55
_1370_,93.54
execute.alu_flag_reg.o_d\[3\],93.225
_0507_,93.18
_0704_,93.105
_3305_,93.035
_0506_,93.015
_0503_,93.005
execute.pc_high_out\[5\],92.625
execute.pc_high_out\[4\],92.32
clknet_leaf_31_i_clk,92.31
_2541_,92.285
_3063_,92.06
_0835_,91.98
_3718_,91.875
_0832_,91.845
clknet_leaf_45_i_clk,91.8
execute.o_submit,91.71
execute.alu_flag_reg.o_d\[2\],91.675
_1847_,91.315
_1599_,91.165
_3051_,90.835
_1036_,90.81
_1368_,90.725
_2695_,90.535
execute.rf.reg_outputs\[2\]\[5\],90.44
_3577_,90.195
execute.rf.reg_outputs\[3\]\[11\],90.145
net202,89.995
net272,89.975
net282,89.85
_0796_,89.825
net155,89.735
_2420_,89.57
net261,89.4
clknet_leaf_57_i_clk,89.345
execute.rf.reg_outputs\[2\]\[3\],89.215
_2750_,89.14
execute.rf.reg_outputs\[1\]\[10\],89.095
clknet_leaf_62_i_clk,88.995
_0687_,88.92
_1565_,88.77
_1922_,88.435
execute.rf.reg_outputs\[2\]\[9\],88.335
execute.rf.reg_outputs\[5\]\[1\],88.27
clknet_leaf_25_i_clk,88.245
_2029_,88.16
decode.oc_alu_mode\[7\],88.08
_1990_,87.975
_1707_,87.915
decode.oc_l_reg_sel\[0\],86.38
net204,86.315
net147,86.115
net196,85.95
_2598_,85.91
_0593_,85.9
execute.rf.reg_outputs\[6\]\[10\],85.75
net264,85.72
execute.rf.reg_outputs\[1\]\[13\],85.7
_0790_,85.64
clknet_leaf_29_i_clk,85.515
_3043_,85.49
_0901_,85.45
_2436_,85.35
execute.pc_high_out\[6\],85.35
execute.pc_high_out\[1\],85.115
_2925_,85.085
_3713_,84.775
_2417_,84.735
execute.o_data\[8\],84.675
clknet_leaf_84_i_clk,84.62
_0797_,84.565
_1923_,84.54
clknet_leaf_66_i_clk,84.415
fetch.prev_request_pc\[0\],84.36
_1486_,84.205
execute.rf.reg_outputs\[7\]\[4\],83.995
execute.alu_mul_div.comp,83.77
_1527_,83.745
_0712_,83.5
execute.sreg_irq_pc.o_d\[12\],83.375
decode.oc_sys,83.215
execute.rf.reg_outputs\[1\]\[1\],83.17
_0709_,83.12
decode.oc_sreg_load,83.05
_1478_,82.935
_3576_,82.895
execute.alu_mul_div.div_cur\[0\],82.885
_0843_,82.84
net199,82.82
_2962_,82.71
net105,82.66
clknet_leaf_90_i_clk,82.405
_1789_,82.065
execute.o_data\[5\],81.815
_3108_,81.46
_0777_,81.21
fetch.prev_request_pc\[11\],81.065
fetch.prev_request_pc\[1\],80.965
_0862_,80.86
execute.rf.reg_outputs\[6\]\[14\],80.68
_3128_,80.595
execute.rf.reg_outputs\[1\]\[9\],80.59
net40,80.545
execute.rf.reg_outputs\[2\]\[13\],80.42
clknet_leaf_42_i_clk,80.33
net70,79.655
_3075_,79.515
clknet_leaf_15_i_clk,79.375
execute.rf.reg_outputs\[7\]\[3\],79.255
_0728_,79.175
_0871_,79.135
clknet_leaf_86_i_clk,78.875
execute.rf.reg_outputs\[6\]\[15\],78.635
_2840_,78.5
execute.rf.reg_outputs\[1\]\[14\],78.44
clknet_leaf_33_i_clk,78.435
net203,78.135
execute.rf.reg_outputs\[1\]\[15\],77.475
clknet_leaf_88_i_clk,77.435
_2838_,77.34
_1029_,77.24
_3663_,77.085
_2298_,77.08
_2540_,76.965
execute.rf.reg_outputs\[1\]\[8\],76.955
_0508_,76.815
_0903_,76.78
execute.o_data\[11\],76.78
_1352_,76.75
execute.alu_mul_div.cbit\[0\],76.74
_2945_,76.585
_1866_,76.455
fetch.pc_reset_override,76.44
net39,76.21
_2257_,76.08
_0814_,75.955
fetch.prev_request_pc\[8\],75.795
net262,75.67
_1864_,75.6
_1775_,75.46
_1638_,75.255
_1534_,75.2
clknet_leaf_0_i_clk,75.19
net205,75.04
_1942_,74.975
net273,74.94
clknet_leaf_12_i_clk,74.885
execute.o_data\[2\],74.42
_0905_,74.16
_0619_,73.705
_0141_,73.635
decode.i_jmp_pred_pass,73.615
_3245_,73.435
_2011_,73.215
_2973_,72.86
_0695_,72.33
_0701_,72.265
clknet_leaf_49_i_clk,72.265
_3607_,72.26
net73,72.04
_2872_,71.675
_1413_,71.66
net152,71.48
execute.pc_high_out\[3\],71.12
_2455_,71.08
_3645_,71.07
_1590_,70.895
_3761_,70.89
_1525_,70.58
_1687_,70.465
_3144_,70.455
net161,70.455
clknet_leaf_76_i_clk,70.435
_2080_,70.32
execute.sreg_irq_pc.o_d\[13\],70.32
execute.o_mem_addr_high\[0\],70.29
_1459_,70.235
net154,70.235
_1376_,70.23
_1930_,70.19
_1892_,70.185
net151,70.18
execute.pc_high_buff_out\[4\],70.17
_2572_,69.92
clknet_leaf_14_i_clk,69.75
_3604_,69.66
net281,69.62
_1132_,69.435
net153,69.435
_3743_,69.41
clknet_leaf_53_i_clk,69.285
_3660_,69.075
decode.oc_sreg_irt,69.005
_1418_,68.985
_2310_,68.93
_0735_,68.87
execute.irq_en,68.675
net156,68.59
execute.pc_high_buff_out\[7\],68.565
clknet_leaf_65_i_clk,68.245
net115,68.24
_1366_,68.205
net265,68.16
execute.sreg_irq_pc.o_d\[14\],68.015
clknet_leaf_8_i_clk,68
_2839_,67.96
clknet_leaf_36_i_clk,67.96
clknet_leaf_7_i_clk,67.945
_0980_,67.89
_2422_,67.85
_3545_,67.82
clknet_leaf_27_i_clk,67.6
_1011_,67.595
clknet_leaf_20_i_clk,67.585
_1386_,67.545
_2057_,67.42
_2851_,67.335
_3636_,67.24
clknet_leaf_75_i_clk,67.18
_2112_,67.12
_3153_,67.095
execute.o_data\[0\],66.895
execute.o_data\[15\],66.86
_2744_,66.735
_0799_,66.73
net97,66.695
_3613_,66.655
_0526_,66.485
clknet_leaf_54_i_clk,66.385
clknet_leaf_34_i_clk,66.26
_3704_,66.195
clknet_leaf_55_i_clk,66.15
execute.o_mem_width,66.095
_1346_,66.09
_1652_,65.855
net69,65.815
execute.rf.reg_outputs\[1\]\[11\],65.81
net61,65.66
net215,65.595
_1826_,65.525
_3203_,65.51
decode.oc_alu_mode\[13\],65.43
_2487_,65.28
_2020_,65.255
_2578_,65.03
_1642_,65.02
_3656_,64.965
clknet_leaf_23_i_clk,64.91
net275,64.81
_1303_,64.68
