net,length_um
fetch.prev_request_pc\[12\],64.51
_3210_,64.365
_0741_,64.23
_2798_,64.015
clknet_leaf_50_i_clk,63.945
execute.rf.reg_outputs\[6\]\[13\],63.815
_3297_,63.78
_1519_,63.745
_3254_,63.575
_3137_,63.44
_2917_,63.32
_2475_,63.225
_3077_,63.135
net65,63.035
net110,63.035
decode.oc_pc_inc,62.65
clknet_leaf_3_i_clk,62.64
decode.i_instr_l\[4\],62.55
fetch.prev_request_pc\[9\],62.49
net208,62.335
_2184_,62.26
_2201_,62.255
_1336_,62.245
net174,62.215
execute.rf.reg_outputs\[6\]\[12\],62.17
_3365_,62.115
_2292_,62.1
_0877_,61.935
execute.o_data\[13\],61.915
_0140_,61.82
clknet_leaf_32_i_clk,61.71
net177,61.55
_2227_,61.31
_3106_,61.16
_2592_,61.155
_2757_,61.035
_2072_,60.935
_2928_,60.82
_2560_,60.775
clknet_leaf_43_i_clk,60.575
_0830_,60.445
net207,60.38
_3184_,60.285
clknet_leaf_78_i_clk,60.275
net106,60.26
_1504_,60.14
_1372_,60.095
execute.sreg_priv_control.o_d\[0\],60.02
_1000_,59.955
_1854_,59.76
_1026_,59.66
clknet_leaf_77_i_clk,59.455
_1024_,59.44
_1464_,59.435
execute.pc_high_buff_out\[2\],59.38
_1935_,59.355
_3194_,59.32
_0502_,59.24
_2580_,59.145
clknet_leaf_63_i_clk,59.11
_2543_,58.97
_3542_,58.955
clknet_leaf_41_i_clk,58.91
_2893_,58.82
_0679_,58.81
_2862_,58.7
net116,58.69
clknet_leaf_26_i_clk,58.69
_2297_,58.665
clknet_leaf_22_i_clk,58.65
execute.rf.reg_outputs\[1\]\[12\],58.585
clknet_leaf_60_i_clk,58.525
net108,58.52
_1455_,58.435
execute.rf.reg_outputs\[7\]\[1\],58.345
clknet_leaf_30_i_clk,58.29
_3099_,58.13
net63,57.96
fetch.prev_request_pc\[13\],57.93
_3234_,57.915
_2588_,57.695
clknet_leaf_46_i_clk,57.35
net180,57.32
_0826_,57.295
_2035_,57.165
net248,57.1
_2921_,57.06
execute.pc_high_buff_out\[5\],57.055
_2385_,57.035
_2708_,57.025
_1683_,56.855
clknet_leaf_93_i_clk,56.775
_1309_,56.715
_1855_,56.5
net216,56.495
_3583_,56.46
_3753_,56.4
_0638_,56.34
_1523_,56.315
_1166_,55.95
clknet_leaf_82_i_clk,55.77
fetch.prev_request_pc\[10\],55.665
clknet_leaf_72_i_clk,55.48
net178,55.275
_3731_,55.23
_0999_,55.095
_1114_,55.045
_3774_,55.04
net172,55.03
clknet_leaf_6_i_clk,54.97
_2988_,54.815
_2342_,54.67
_2032_,54.55
_2477_,54.495
_0865_,54.42
execute.o_data\[7\],54.37
net157,54.37
decode.i_instr_l\[9\],54.365
_3224_,54.345
_2372_,54.305
clknet_leaf_28_i_clk,54.145
_3716_,53.915
_2645_,53.875
execute.pc_high_out\[2\],53.72
clknet_leaf_39_i_clk,53.675
_2179_,53.39
clknet_leaf_58_i_clk,53.32
_2698_,53.3
clknet_leaf_92_i_clk,53.28
net185,53.24
_0623_,53.235
_2069_,53.105
_0878_,53.085
clknet_leaf_9_i_clk,52.98
_1514_,52.935
_2119_,52.91
execute.pc_high_buff_out\[6\],52.62
_1226_,52.6
net111,52.54
_2881_,52.4
net77,52.355
net82,52.255
_0836_,52.18
_2948_,52.145
_3217_,51.88
_2329_,51.76
_1661_,51.72
_3629_,51.675
clknet_leaf_44_i_clk,51.605
net109,51.56
_0944_,51.275
_1710_,51.27
_2206_,51.21
_3669_,51.2
clknet_leaf_52_i_clk,51.085
net182,51.08
_2368_,51.005
_3648_,50.995
_0736_,50.95
_2994_,50.9
net68,50.9
_2465_,50.875
execute.rf.reg_outputs\[2\]\[0\],50.875
_0732_,50.86
_2937_,50.855
clknet_leaf_73_i_clk,50.54
net209,50.475
execute.rf.reg_outputs\[6\]\[11\],50.455
_2685_,50.42
_2730_,50.415
_2155_,50.275
_0857_,50.205
_0768_,50.18
clknet_leaf_13_i_clk,50.15
_2205_,50.12
_2486_,50.055
_3083_,50.055
clknet_leaf_38_i_clk,50.05
_3721_,50.04
_1939_,49.955
_3633_,49.705
_2060_,49.615
_1344_,49.575
net181,49.5
_1888_,49.42
_2777_,49.275
_1897_,49.2
clknet_leaf_17_i_clk,49.15
_0142_,49.145
_0860_,49.135
_1557_,48.99
_1981_,48.955
_2309_,48.945
_2067_,48.88
net206,48.87
execute.o_data\[12\],48.835
clknet_leaf_40_i_clk,48.77
_2014_,48.625
_2923_,48.615
execute.o_data\[10\],48.575
clknet_leaf_51_i_clk,48.48
clknet_leaf_21_i_clk,48.065
net176,47.995
net183,47.955
_2482_,47.785
_1700_,47.72
_3769_,47.6
_2062_,47.595
_1587_,47.55
_2790_,47.405
_1586_,47.4
_3741_,47.315
net78,47.315
_3209_,47.31
_1536_,47.28
_3608_,47.255
_3236_,47.24
_0813_,47.195
_2806_,47.185
_3738_,47.045
_0785_,46.95
_2846_,46.9
_2488_,46.825
_2548_,46.82
_1676_,46.775
_3286_,46.72
_2370_,46.655
clknet_leaf_37_i_clk,46.595
_3290_,46.195
net173,46.18
net193,46.12
fetch.prev_request_pc\[3\],45.915
clknet_leaf_16_i_clk,45.9
_1943_,45.865
_2253_,45.82
decode.oc_l_reg_sel\[1\],45.73
_3619_,45.62
_1597_,45.615
_2944_,45.555
execute.o_data\[14\],45.515
_0937_,45.5
_2174_,45.395
net57,45.335
_2904_,45.015
clknet_leaf_4_i_clk,44.975
_2129_,44.93
_2507_,44.88
_2033_,44.805
_2426_,44.775
_2895_,44.755
_2758_,44.735
_3578_,44.72
_1980_,44.68
_2492_,44.645
_2865_,44.635
net64,44.6
_0874_,44.555
_2284_,44.495
net284,44.475
_2720_,44.46
_3699_,44.46
_3729_,44.455
_2457_,44.415
fetch.prev_request_pc\[7\],44.415
_1411_,44.305
execute.rf.reg_outputs\[7\]\[0\],44.305
decode.i_instr_l\[5\],44.285
_2978_,44.19
_0848_,44.115
clknet_leaf_35_i_clk,44.09
_1554_,44.075
clknet_leaf_83_i_clk,44.03
_2120_,43.955
_2434_,43.935
_2797_,43.915
_1902_,43.9
net66,43.835
_0933_,43.76
_1862_,43.745
_2266_,43.68
_0734_,43.62
_1689_,43.6
_0853_,43.5
_2863_,43.46
_3158_,43.26
clknet_leaf_71_i_clk,43.11
clknet_leaf_2_i_clk,43.08
_3672_,43
_2812_,42.94
_0626_,42.765
_2794_,42.76
_3593_,42.38
net107,42.32
_2050_,42.24
_2778_,42.175
_1378_,42.14
_2657_,42.005
_3806_,41.835
_2793_,41.815
_0419_,41.785
_1409_,41.785
_2556_,41.715
_3178_,41.715
_2343_,41.585
_2139_,41.57
_1714_,41.255
_1699_,41.225
net79,41.16
decode.oc_rf_ie\[5\],41.125
fetch.prev_request_pc\[2\],41.115
net60,41.1
_2642_,40.86
net194,40.835
execute.alu_mul_div.cbit\[1\],40.83
net171,40.64
_1623_,40.55
_2357_,40.455
_2960_,40.43
_3771_,40.37
_1499_,40.35
_2337_,40.33
_2200_,40.25
_3651_,40.135
_2371_,40.05
net148,40.035
fetch.prev_request_pc\[14\],40.015
_1715_,40
_3202_,39.94
_2979_,39.88
_0420_,39.84
net81,39.835
_2605_,39.83
_2221_,39.695
_2258_,39.62
_2861_,39.615
_2316_,39.6
_3678_,39.585
_1400_,39.47
net167,39.47
_1746_,39.46
_1659_,39.4
_1518_,39.31
_2804_,39.2
fetch.prev_request_pc\[4\],39.055
_1568_,39.04
_2451_,39.035
_2019_,39.005
_2476_,38.84
net56,38.77
_1112_,38.725
_2162_,38.64
_3243_,38.615
_1118_,38.59
_3033_,38.575
_2480_,38.24
_2030_,38.21
net184,38.195
_3751_,38.12
_1704_,38.035
_3591_,37.935
_2857_,37.92
clknet_leaf_61_i_clk,37.905
_3691_,37.895
decode.oc_jump_cond_code\[4\],37.61
_3598_,37.595
net62,37.2
execute.prev_sys,37.145
_1711_,37
_2499_,36.905
clknet_leaf_64_i_clk,36.895
_0254_,36.865
_2228_,36.7
_2956_,36.66
_3116_,36.64
_0803_,36.615
_0929_,36.59
decode.oc_rf_ie\[4\],36.555
_0820_,36.455
_1365_,36.395
_2156_,36.35
_1373_,36.27
_0816_,36.17
_2664_,36.16
_2479_,36.025
_2340_,35.86
_0597_,35.83
_1004_,35.805
net210,35.755
_2241_,35.73
_2747_,35.685
_0120_,35.645
execute.sreg_jtr_buff.o_d\[0\],35.645
_2769_,35.64
_1465_,35.515
_1071_,35.445
_1770_,35.38
_2311_,35.35
net54,35.315
fetch.prev_request_pc\[15\],35.23
_2012_,35.215
_1948_,35.195
_2008_,35.18
_3739_,35.18
i_req_data[23],35.17
_3164_,35.115
_3693_,35.11
net80,35.1
_3782_,35.04
fetch.pc_flush_override,35.015
_2351_,35.005
_2408_,34.995
decode.oc_rf_ie\[6\],34.935
clknet_leaf_10_i_clk,34.845
_1082_,34.81
_3195_,34.695
_2853_,34.67
_3012_,34.66
_2481_,34.475
decode.i_instr_l\[1\],34.415
_2503_,34.405
_0014_,34.385
_2150_,34.35
_1895_,34.34
_3149_,34.28
_2236_,34.055
_0005_,34.04
net165,33.925
_1903_,33.88
clknet_leaf_79_i_clk,33.815
_1113_,33.755
fetch.prev_request_pc\[6\],33.73
_2964_,33.555
_1994_,33.51
_0945_,33.46
clknet_leaf_89_i_clk,33.46
_1797_,33.42
_0637_,33.36
i_mem_data[3],33.31
net166,33.22
net214,33.2
_1124_,33.15
_0640_,33.11
_2547_,33.01
_0917_,33
_1702_,32.88
net163,32.85
_0867_,32.83
_1643_,32.82
_1987_,32.82
_2010_,32.82
_2362_,32.78
_2496_,32.715
_2454_,32.7
_1678_,32.67
_2303_,32.455
_2313_,32.415
_1667_,32.37
_2278_,32.335
_2130_,32.33
_0941_,32.05
_1960_,32.035
net213,32.035
_1405_,32.01
_2237_,32
_2377_,31.915
_1053_,31.885
_1488_,31.835
_2415_,31.695
_1905_,31.655
execute.sreg_priv_control.o_d\[7\],31.47
_3090_,31.455
_2502_,31.445
_3588_,31.435
_2396_,31.42
_1645_,31.375
_1885_,31.335
_1570_,31.29
_3668_,31.275
i_mem_data[10],31.145
execute.alu_mul_div.i_mod,31.115
decode.i_instr_l\[2\],31.05
_1917_,30.995
_1999_,30.98
execute.prev_pc_high\[4\],30.975
i_mem_data[4],30.905
_2220_,30.875
_2843_,30.675
_3159_,30.655
_1111_,30.635
_2803_,30.63
_2490_,30.62
_2009_,30.61
_1162_,30.59
_1952_,30.58
_2585_,30.455
_1703_,30.44
net58,30.325
_1496_,30.32
net67,30.275
_1654_,30.09
_2493_,30.07
_2648_,30.035
_2831_,29.915
_3603_,29.915
_3792_,29.88
_2647_,29.82
_2302_,29.76
_2061_,29.74
_3665_,29.71
fetch.prev_request_pc\[5\],29.68
_1422_,29.555
_3616_,29.555
_1075_,29.535
_2365_,29.535
_3064_,29.47
_2508_,29.395
_1569_,29.37
_2049_,29.275
_3632_,29.23
decode.i_instr_l\[3\],29.21
_1911_,29.18
_1614_,29.11
_1985_,29.08
_2128_,29.035
_2180_,28.98
_1929_,28.9
_2963_,28.84
_1900_,28.82
_2834_,28.8
_1576_,28.775
_1003_,28.735
_2955_,28.72
_2147_,28.695
_1666_,28.69
_1088_,28.595
_2274_,28.435
_2570_,28.415
i_mem_data[8],28.405
_2189_,28.395
_2159_,28.295
_3765_,28.285
_2031_,28.28
_1448_,28.26
_2721_,28.255
_2761_,28.235
_2248_,28.21
_1513_,28.18
_2113_,28.16
_3715_,28.155
_2081_,28.14
_0714_,28.135
_1912_,28.115
_3700_,28.115
i_req_data[1],28.065
_2686_,28.06
_3780_,28.02
_2034_,28.015
_1115_,28.01
_1415_,27.99
_3177_,27.985
_2756_,27.975
_2880_,27.92
decode.oc_rf_ie\[7\],27.905
decode.oc_r_reg_sel\[0\],27.89
net170,27.89
execute.sreg_scratch.o_d\[6\],27.865
_3085_,27.835
_2127_,27.83
_2713_,27.815
_2331_,27.695
net118,27.62
_2289_,27.55
net257,27.495
_3682_,27.48
_2348_,27.435
_1606_,27.42
_1938_,27.415
_1663_,27.34
_1639_,27.32
net83,27.315
net37,27.295
_2577_,27.285
decode.i_instr_l\[6\],27.23
_2176_,27.21
_3298_,27.195
decode.oc_used_operands\[0\],27.195
_1013_,27.16
_2412_,27.15
net55,27.15
_3265_,27.14
_3006_,27.115
_2240_,27.11
net50,27.095
_1675_,27.055
clknet_leaf_11_i_clk,26.935
_2267_,26.92
_3644_,26.92
i_req_data[29],26.905
_2040_,26.895
i_mem_data[9],26.895
_3617_,26.855
_3764_,26.85
_2047_,26.735
_2571_,26.725
_2595_,26.72
_2185_,26.69
_3299_,26.635
i_mem_data[6],26.605
_2345_,26.595
_0156_,26.56
_3677_,26.56
_1581_,26.515
net59,26.51
_2780_,26.49
_3687_,26.435
_2743_,26.43
clknet_leaf_59_i_clk,26.395
_1975_,26.375
_1482_,26.365
_2579_,26.335
_0697_,26.315
_0692_,26.3
_2497_,26.28
_2594_,26.27
i_mem_data[5],26.21
_1906_,26.2
_2768_,26.195
_3733_,26.18
_2252_,26.14
_0522_,26.1
_2076_,26.095
_2374_,26.06
_2275_,26.055
_0614_,25.99
_2466_,25.955
execute.sreg_irq_flags.o_d\[2\],25.95
_0800_,25.87
_0535_,25.835
_2742_,25.82
_2610_,25.68
_2006_,25.675
_1787_,25.62
_3003_,25.595
execute.pc_high_buff_out\[3\],25.56
_2613_,25.525
_3740_,25.52
_2229_,25.51
_1908_,25.5
_2157_,25.495
_3717_,25.46
i_mem_data[2],25.455
_2183_,25.395
_2830_,25.395
i_mem_exception,25.345
_0810_,25.335
_0863_,25.325
_1691_,25.315
_1064_,25.31
_1598_,25.3
_2294_,25.25
decode.oc_r_reg_sel\[1\],25.245
i_mem_data[0],25.245
_0560_,25.24
_3227_,25.21
_2387_,25.17
_2892_,25.15
_3587_,25.135
i_core_int_sreg[14],25.105
_0829_,24.99
_0674_,24.97
_2397_,24.935
_2736_,24.935
_2452_,24.915
_3133_,24.84
_3109_,24.775
_1396_,24.76
i_mem_data[1],24.745
_2958_,24.715
_2435_,24.675
i_req_data[24],24.645
_2190_,24.635
_1537_,24.595
_1813_,24.595
_2590_,24.58
_3650_,24.555
_1692_,24.525
i_mem_data[11],24.465
_2024_,24.44
_0854_,24.4
_2855_,24.345
_1708_,24.13
_1972_,24.12
_1450_,24.095
net168,24.015
_2145_,24
execute.sreg_scratch.o_d\[1\],24
i_core_int_sreg[15],23.99
_2940_,23.975
_3642_,23.96
_1573_,23.945
_2141_,23.92
_2213_,23.855
_2612_,23.85
_1099_,23.84
_2361_,23.84
_3612_,23.715
_2169_,23.69
_0879_,23.68
_2167_,23.655
_0993_,23.6
_2083_,23.535
_1995_,23.495
_3205_,23.465
i_req_data[30],23.465
_1835_,23.44
_2531_,23.41
clknet_leaf_80_i_clk,23.39
net271,23.38
_3649_,23.34
clknet_leaf_67_i_clk,23.295
_2263_,23.24
_2551_,23.215
_3160_,23.175
_0543_,23.135
_2622_,23.135
_2663_,23.135
_2381_,23.125
_2707_,23.115
_2563_,23.09
_2569_,23.085
_3722_,23.04
_2430_,23.01
_1946_,22.995
_2697_,22.96
execute.o_mem_access,22.96
_2745_,22.955
_2873_,22.94
_3627_,22.92
i_rst,22.83
_2085_,22.825
_0976_,22.815
_1316_,22.805
_2242_,22.795
_2714_,22.755
_1768_,22.74
_2106_,22.74
_0864_,22.735
_0849_,22.725
_2107_,22.705
_0585_,22.695
_3621_,22.56
_2123_,22.52
_2095_,22.485
_1672_,22.4
_1595_,22.38
_2192_,22.35
_3705_,22.335
_0842_,22.33
i_req_data[28],22.245
i_req_data[9],22.245
_0749_,22.195
_3730_,22.155
_1123_,22.135
_0936_,22.115
_1120_,22.08
_1982_,22.045
_0694_,22.035
_2097_,22.015
_2153_,22
_3185_,21.995
execute.sreg_scratch.o_d\[2\],21.975
_2173_,21.92
_1208_,21.915
_3688_,21.915
_1802_,21.875
_2936_,21.875
_2723_,21.845
_2207_,21.835
_1506_,21.725
_2446_,21.715
execute.sreg_irq_flags.o_d\[3\],21.695
execute.sreg_priv_control.o_d\[12\],21.695
dbg_out[35],21.68
_2949_,21.675
_3742_,21.655
_2325_,21.65
execute.prev_pc_high\[2\],21.64
_3262_,21.63
_2468_,21.585
_2717_,21.51
_1267_,21.5
_2321_,21.475
_2133_,21.46
_2280_,21.455
_2051_,21.43
_2653_,21.38
_3638_,21.37
_2709_,21.345
_0552_,21.335
_2175_,21.335
_2000_,21.275
net212,21.195
execute.mem_stage_pc\[12\],21.125
_2261_,21.09
_1544_,20.995
_1640_,20.995
_3697_,20.995
_2607_,20.98
_1976_,20.96
_1954_,20.9
_1669_,20.85
_0831_,20.835
_2404_,20.835
decode.i_imm_pass\[0\],20.795
decode.oc_sreg_store,20.755
_1965_,20.735
_1674_,20.675
i_mem_data[15],20.66
_2706_,20.62
_3279_,20.6
_2472_,20.59
_3219_,20.585
_1756_,20.58
_3004_,20.58
_2905_,20.56
_1740_,20.51
execute.sreg_jtr_buff.o_d\[1\],20.5
_3215_,20.475
_2414_,20.47
_3622_,20.46
_2037_,20.455
_0742_,20.415
_2439_,20.39
_2318_,20.375
_3674_,20.31
_2087_,20.3
net158,20.295
i_mem_data[14],20.28
_2121_,20.26
_2154_,20.25
_0947_,20.22
net269,20.1
_3791_,20.09
_1918_,20.075
_2376_,20.055
_2567_,20.05
_1462_,19.995
_2335_,19.975
_2549_,19.955
_2574_,19.93
_0576_,19.92
_2018_,19.92
i_req_data[21],19.87
_2658_,19.86
execute.o_addr\[0\],19.855
_2046_,19.85
_1937_,19.795
_2555_,19.735
_2639_,19.735
_1677_,19.73
_2500_,19.655
_1474_,19.625
_1934_,19.615
net53,19.615
_2513_,19.605
_2599_,19.58
_0815_,19.555
_2818_,19.535
_1511_,19.49
_2383_,19.49
_3706_,19.455
_2711_,19.435
_1050_,19.37
_2402_,19.36
_3221_,19.335
_1884_,19.28
_1183_,19.215
_2597_,19.21
decode.input_valid,19.205
decode.oc_r_reg_sel\[2\],19.175
_3703_,19.155
_1665_,19.115
_2158_,19.115
_2763_,19.08
_1501_,19.05
_1388_,19.035
_2470_,19.015
_1206_,19
_0959_,18.995
net159,18.99
_0633_,18.915
i_mem_data[7],18.865
_1567_,18.85
_3056_,18.79
_1171_,18.78
_3220_,18.775
_1945_,18.755
i_req_data[3],18.755
i_mem_data[12],18.745
i_mem_data[13],18.745
_3225_,18.73
i_req_data[20],18.705
_1635_,18.695
_3272_,18.695
_3584_,18.695
_0783_,18.65
_3671_,18.63
_1720_,18.62
_2522_,18.615
_2762_,18.615
net117,18.54
_1636_,18.535
_2287_,18.535
_2341_,18.53
i_core_int_sreg[13],18.485
_0600_,18.475
_2349_,18.475
_2116_,18.445
_2059_,18.395
execute.sreg_irq_flags.i_d\[2\],18.395
i_req_data[18],18.365
i_req_data[4],18.365
_1060_,18.32
_2484_,18.315
_2704_,18.315
_2589_,18.275
_3036_,18.275
_0226_,18.235
_1713_,18.22
_3196_,18.195
_2101_,18.15
i_req_data_valid,18.145
_2443_,18.115
_0992_,18.08
_2972_,18.06
_1397_,18.035
_2338_,18.035
i_req_data[19],18.03
net36,18.015
_2968_,18
decode.i_imm_pass\[3\],17.98
i_req_data[8],17.945
net266,17.94
i_req_data[6],17.935
_1681_,17.915
_1709_,17.875
_1967_,17.875
_0932_,17.855
_2143_,17.855
_2064_,17.835
_3268_,17.83
_3248_,17.805
_3207_,17.785
_0698_,17.78
_2293_,17.775
_3213_,17.775
i_req_data[26],17.76
_2849_,17.745
_2568_,17.715
_1149_,17.71
_2887_,17.695
_3123_,17.695
i_req_data[11],17.685
_3241_,17.68
_0997_,17.675
_1998_,17.63
_3226_,17.62
_0183_,17.595
fetch.current_req_branch_pred,17.59
_1962_,17.565
_2393_,17.555
_2328_,17.54
net25,17.54
_1342_,17.535
_1048_,17.495
_1494_,17.495
_2545_,17.485
_3188_,17.475
_2346_,17.47
_3013_,17.435
net211,17.435
_0940_,17.395
_2694_,17.395
i_core_int_sreg[11],17.37
_2626_,17.36
_1988_,17.355
_1991_,17.325
_0007_,17.32
_3066_,17.24
_1136_,17.235
_1154_,17.235
_2279_,17.235
_2874_,17.23
_2552_,17.205
_0985_,17.195
_2091_,17.075
_2611_,17.055
o_mem_data[11],17.01
_2444_,16.995
_2268_,16.98
_2360_,16.955
_2271_,16.93
_2013_,16.91
_0995_,16.9
_1452_,16.9
_2550_,16.875
_0982_,16.815
o_req_addr[14],16.79
_2643_,16.775
_2829_,16.775
_2264_,16.76
_0573_,16.72
decode.o_jmp_pred_pass,16.7
_0012_,16.66
_2534_,16.655
decode.i_imm_pass\[4\],16.655
_0774_,16.63
_2244_,16.605
_2631_,16.6
decode.i_imm_pass\[7\],16.6
_3198_,16.585
_2214_,16.565
_3689_,16.565
decode.oc_rf_ie\[1\],16.56
_2535_,16.55
_2367_,16.515
_2789_,16.515
_1605_,16.5
_2246_,16.49
_2661_,16.475
o_mem_addr[0],16.445
o_mem_req,16.445
_0850_,16.44
i_req_data[12],16.435
_2025_,16.39
_3257_,16.355
decode.oc_sreg_jal_over,16.355
_2390_,16.345
_2336_,16.335
_2995_,16.32
_0868_,16.315
_1363_,16.315
_1816_,16.315
_1894_,16.315
_2741_,16.315
_3628_,16.315
_1117_,16.255
_2712_,16.25
i_req_data[10],16.23
_1521_,16.22
_0925_,16.215
_1670_,16.215
_2152_,16.215
net34,16.2
_2134_,16.19
_2425_,16.18
_0247_,16.175
execute.prev_pc_high\[3\],16.175
_2300_,16.12
_3231_,16.11
_1158_,16.08
_2413_,16.06
_1964_,16.035
_1575_,16.03
_2566_,16.03
_2675_,16.01
net52,16.01
_2245_,15.985
i_mem_ack,15.985
_3734_,15.975
_3658_,15.96
_3175_,15.935
_3708_,15.9
_1875_,15.895
_0998_,15.85
_2212_,15.85
_0516_,15.825
_1205_,15.815
_2520_,15.81
_2125_,15.79
i_req_data[17],15.765
_1031_,15.73
_2737_,15.73
_0582_,15.715
_1618_,15.715
_2089_,15.695
_2041_,15.68
decode.i_imm_pass\[15\],15.67
i_req_data[31],15.645
decode.oc_mem_width,15.635
_2779_,15.615
_2800_,15.595
decode.oc_rf_ie\[3\],15.595
_1996_,15.575
_2447_,15.57
_2110_,15.555
_1803_,15.525
_1553_,15.52
_0889_,15.475
_2304_,15.475
_2334_,15.475
_0928_,15.435
_2738_,15.435
_3276_,15.43
_0798_,15.415
_2524_,15.4
_3238_,15.355
_3695_,15.34
_0983_,15.295
_1958_,15.29
_3639_,15.28
_0872_,15.26
_2077_,15.26
_2199_,15.23
_2469_,15.23
_3255_,15.215
net33,15.215
_1493_,15.195
_2170_,15.185
_2288_,15.175
_2088_,15.16
_0731_,15.135
_2389_,15.135
fetch.out_buffer_data_instr\[14\],15.135
_2277_,15.11
_2440_,15.11
_0953_,15.08
execute.sreg_jtr_buff.o_d\[2\],15.055
_2987_,15.05
_2731_,15.015
_2974_,15.015
_1467_,14.975
_1602_,14.975
_2217_,14.975
_2582_,14.97
_2093_,14.935
_1744_,14.895
_2168_,14.895
_2459_,14.895
_2553_,14.875
_2489_,14.855
_1012_,14.84
_2160_,14.82
i_core_int_sreg[12],14.805
_2629_,14.8
_2314_,14.76
_3260_,14.755
_2250_,14.73
execute.mem_stage_pc\[14\],14.725
_2646_,14.675
_2146_,14.635
_0991_,14.57
_1139_,14.555
_1279_,14.555
_3347_,14.54
_2471_,14.525
_3028_,14.515
i_req_data[0],14.5
_1956_,14.49
_2099_,14.475
_0306_,14.46
_0716_,14.46
_2429_,14.435
execute.prev_pc_high\[1\],14.425
_2138_,14.39
_3168_,14.37
execute.mem_stage_pc\[10\],14.355
_0967_,14.32
_2177_,14.31
_0605_,14.3
_1959_,14.295
execute.sreg_irq_flags.o_d\[4\],14.275
_2575_,14.235
_3724_,14.215
fetch.out_buffer_data_instr\[10\],14.215
_2406_,14.195
dbg_in[0],14.19
execute.sreg_priv_control.o_d\[15\],14.18
i_req_data[15],14.18
_0869_,14.175
_2623_,14.175
_2021_,14.14
_2674_,14.14
_2326_,14.135
_2232_,14.105
_1419_,14.095
_2098_,14.095
_0990_,14.08
_2767_,14.075
_3601_,14.075
decode.oc_rf_ie\[2\],14.075
_0823_,14.07
_3777_,14.07
_0391_,14.055
_1108_,14.05
_1712_,14.035
dbg_r0[13],14
_2126_,13.955
_1679_,13.935
_2584_,13.935
_3067_,13.935
_2715_,13.92
_3785_,13.92
decode.i_imm_pass\[2\],13.9
_3259_,13.895
i_req_data[22],13.885
_2375_,13.88
_2403_,13.855
_0801_,13.85
_0369_,13.845
_3293_,13.84
_2536_,13.835
i_req_data[5],13.835
_0261_,13.805
_2222_,13.805
o_mem_data[8],13.785
_3836_,13.78
_2003_,13.75
sr_bus_addr[2],13.75
fetch.out_buffer_data_instr\[16\],13.745
_2382_,13.735
_2740_,13.715
_3789_,13.715
_2410_,13.695
_0645_,13.69
_3054_,13.685
_1851_,13.68
_2002_,13.68
_3803_,13.68
_2478_,13.675
execute.sreg_scratch.o_d\[15\],13.675
_3088_,13.655
_0825_,13.61
_2586_,13.6
_0955_,13.595
_0975_,13.595
o_mem_data[13],13.57
o_mem_data[9],13.57
_3580_,13.56
_2036_,13.555
dbg_out[31],13.54
_3275_,13.535
_0824_,13.515
_3032_,13.515
_1102_,13.51
_2432_,13.505
execute.sreg_scratch.o_d\[12\],13.475
_1809_,13.465
_1791_,13.455
_2191_,13.4
_0128_,13.36
_1382_,13.36
o_mem_data[14],13.325
_3680_,13.315
_0708_,13.295
execute.sreg_scratch.o_d\[8\],13.295
net160,13.295
_2474_,13.26
_2703_,13.255
_3732_,13.255
_2065_,13.22
_2369_,13.22
_3840_,13.22
_2330_,13.19
_2619_,13.175
_0624_,13.155
_2428_,13.155
_1780_,13.15
execute.sreg_priv_control.o_d\[13\],13.14
_0892_,13.1
_2255_,13.095
_2063_,13.055
_1655_,13.04
_2526_,13.04
_2265_,13.015
_2692_,13.015
_2070_,13.01
_2799_,13.01
_3059_,13.01
_2124_,12.975
_2437_,12.955
_1210_,12.915
execute.mem_stage_pc\[7\],12.915
execute.sreg_irq_flags.o_d\[1\],12.9
_1006_,12.85
_1020_,12.84
_2068_,12.835
_3030_,12.835
o_instr_long_addr[7],12.83
sr_bus_addr[6],12.83
sr_bus_data_o[1],12.83
sr_bus_data_o[7],12.83
sr_bus_we,12.83
_1104_,12.815
fetch.out_buffer_data_instr\[6\],12.8
_1090_,12.795
_3078_,12.77
i_req_data[27],12.76
_2458_,12.75
decode.oc_r_bus_imm,12.72
_1961_,12.715
_0150_,12.705
_0951_,12.695
_1083_,12.695
_1224_,12.695
_0312_,12.665
_2355_,12.64
_0652_,12.62
_0653_,12.62
dbg_out[0],12.62
_2795_,12.6
_2449_,12.595
i_req_data[16],12.59
_3139_,12.585
_2039_,12.575
_3655_,12.575
fetch.out_buffer_data_instr\[23\],12.555
_2498_,12.54
decode.oc_used_operands\[1\],12.54
_1984_,12.535
_2231_,12.535
_3339_,12.535
execute.sreg_scratch.o_d\[7\],12.535
fetch.out_buffer_data_instr\[17\],12.525
o_mem_sel[1],12.525
_0748_,12.515
_2181_,12.51
_3657_,12.5
_0673_,12.495
_2043_,12.445
_0873_,12.44
_2108_,12.435
_2356_,12.375
_2028_,12.355
_2817_,12.355
_1440_,12.335
_1771_,12.31
_2785_,12.31
i_req_data[7],12.305
o_req_addr[11],12.305
_0125_,12.3
_1457_,12.295
_1920_,12.275
_1572_,12.26
_1969_,12.25
_2670_,12.235
execute.sreg_scratch.o_d\[0\],12.22
_1414_,12.2
_3640_,12.195
dbg_out[16],12.18
_2090_,12.175
_1427_,12.16
_1010_,12.155
_2538_,12.155
o_req_addr[8],12.15
